Agency Name,Year,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
Huntington Beach Marine Safety,1974,3916318,3616,0,0,0,0,0,211,0,2173730,0,0,0,3872,1556,1556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oceanside Lifeguards,1997,3915997,2172,2140,29,3,0,0,33,67,206000,11,26,429000,117739,1119,43,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11726,0,9,2,433,593,6532,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Laguna Beach Marine Safety,2010,3912483,1259,766,449,2,29,1,13,0,0,0,0,0,120388,3498,78,3420,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68281,0,0,0,74,12,160,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia Beach Lifesaving Service,2015,3900000,777,718,54,0,0,0,0,0,0,0,0,0,0,166,101,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,17,975,3,4,1,225,120,0,0,49,49,100,10,0,0,1,6
Long Beach Marine Safety - CA,1998,3892000,1554,275,85,20,0,0,413,802,16247000,1293,2181,48519000,30871,1309,76,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50102,0,200,54,226,23,1485,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sarasota County Lifeguards,2003,3873707,154,103,51,0,0,0,0,0,0,125,0,0,23302,4798,72,4726,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8695,1015,0,0,508,18,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Fort Lauderdale Ocean Rescue,2014,3869828,99,90,9,0,0,0,0,0,0,0,0,0,21923,8337,55,8282,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,35,4,600,3,4,45,50,300,0,0,20,20,268,7,0,0,2,24
Santa Cruz Marine Safety,1997,3862800,248,248,0,0,0,7,3,12,10000,0,0,0,38945,344,80,264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3424,377,37,22,161,17,353,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Hampshire State Beach Patrol,2020,3850000,538,423,115,0,0,0,0,0,0,0,0,0,15015,790,75,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7964,0,0,0,381,4,1625,4,2,62,8,null,0,0,28,28,250,4,0,0,2,12
Huntington Beach Marine Safety,1978,3840310,3026,0,0,0,0,0,28,86,207200,0,0,0,4318,1085,1085,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oceanside Lifeguards,2010,3835213,1140,0,0,2,0,0,33,0,0,0,0,0,64680,3071,108,2963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17319,0,0,0,480,2717,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oceanside Lifeguards,1998,3829065,1675,1633,14,13,1,0,31,98,340000,10,27,830000,113473,1136,69,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34700,337,11,1,279,289,4356,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tucson,2000,3827517,217,0,0,18,0,0,0,0,0,0,0,0,1079,616,20,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,15,2,42,91,22000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sarasota County Lifeguards,2001,3822997,41,29,12,0,0,0,0,0,0,42,0,0,21232,3558,84,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9337,1632,0,0,388,18,190,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Golden Gate National Recreation Area - San Francisco,1997,3800000,31,0,0,0,0,17,0,0,0,0,0,0,2500,115,40,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80,0,600,75,200,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia Beach Lifesaving Service,2014,3800000,601,503,0,0,0,0,0,0,0,0,0,0,31300,199,97,102,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,21,1305,3,5,1,200,90,0,0,49,49,100,12,0,0,1,4
Fort Lauderdale Ocean Rescue,2013,3792815,269,269,0,0,0,0,3,6,0,0,0,0,25109,5876,59,5817,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,56,3,600,3,2,38,50,235,0,0,20,20,268,7,0,0,2,24
Fort Lauderdale Ocean Rescue,1992,3780862,133,0,0,0,0,0,0,0,0,0,0,0,16027,24,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,62,53000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tucson,1992,3775000,176,0,0,0,0,0,0,0,0,0,0,0,368,368,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,73,54700,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Fort Lauderdale Ocean Rescue,2018,3756196,144,144,0,0,0,0,0,0,0,0,0,0,47968,9798,108,9690,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,122,0,0,3,2,45,48,300,0,0,20,20,268,7,0,0,2,24
North Myrtle Beach Ocean Rescue,2009,3750000,97,48,49,0,0,0,2,6,50000,6,12,100000,7472,1232,154,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,50,25,6,150,2,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Galveston Island Beach Patrol,2001,3750000,93,90,3,0,0,0,0,0,0,0,0,0,48435,4261,74,4187,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,0,0,0,75,6322,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia Beach Lifesaving Service,2012,3750000,832,578,109,0,0,0,0,0,0,0,0,0,29500,169,84,85,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1083,19,1321,3,4,0,235,null,0,0,50,50,110,10,0,0,2,0
New Hampshire State Beach Patrol,2016,3750000,142,120,22,0,0,0,1,0,5250,0,0,0,8975,456,41,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,0,0,0,349,3,1215,3,1,44,7,null,0,0,24,24,250,3,0,0,1,8
Virginia Beach Lifesaving Service,2017,3750000,439,387,40,0,0,0,0,0,0,0,0,0,0,214,86,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1047,17,1200,3,3,1,225,80,0,0,49,49,30,12,0,0,1,5
New Hampshire State Beach Patrol,2019,3750000,128,105,23,0,0,0,0,0,0,0,0,0,9850,580,65,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2714,0,0,0,430,10,1895,4,2,58,12,null,0,0,26,26,250,4,0,0,2,11
Brevard County Ocean Rescue,2008,3745123,826,586,243,0,0,0,0,0,0,3,6,20000,27523,2815,75,2740,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,42,0,21,12,171,8,700,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Maui Ocean Safety,2011,3744269,269,49,200,0,0,0,20,0,0,10,0,0,60000,180,60,120,4,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,20,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
North Myrtle Beach Ocean Rescue,2007,3739216,82,51,31,0,0,0,0,0,0,0,0,0,0,97,17,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sarasota County Lifeguards,2002,3738168,23,11,12,0,0,0,0,0,0,0,0,0,20230,3200,66,3134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9625,1370,0,0,429,8,440,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cameron,2015,3700000,143,143,0,0,0,0,0,0,0,0,0,0,8143,303,70,233,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,257,3,500,2.7,5,1,45,39,0,0,7,11,55,6,0,0,2,0
Cameron,2017,3700000,59,59,0,0,0,0,0,0,0,0,0,0,6309,672,46,626,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,124,3,200,8,10,1,40,15,0,0,9,14,0,6,0,0,2,0
Del Mar Lifeguards,2020,3698197,893,893,0,0,0,3,2,4,0,0,0,0,22413,1479,0,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10369,0,0,0,133,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia Beach Lifesaving Service,2011,3697500,538,494,21,0,0,0,0,0,0,4,6,20000,0,122,65,57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1402,23,1800,3,3,0,230,null,0,0,50,50,100,9,0,0,2,0
Maui Ocean Safety,2016,3696420,585,0,0,0,0,0,0,0,0,0,0,0,189984,621,233,388,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
Pinellas County Lifeguards,2015,3687048,27,3,24,0,0,0,0,0,0,6,12,30000,1543,603,52,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,75,1470,2,40,26,0,60,0,0,6,10,100,4,1,0,0,12
Deerfield Beach Ocean Rescue,2019,3674704,125,125,0,0,0,0,0,0,0,55,100,0,38105,463,106,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,417,66,0,95,6,450,1,0,20,34,220,0,0,9,9,150,2,1,1,5,3
Oceanside Lifeguards,2021,3671203,1552,0,0,0,0,0,10,0,0,0,0,0,71734,1909,435,1474,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68681,0,0,0,160,249,0,3.7,0,11,85,800,0,0,15,15,300,7,1,1,5,2
Huntington Beach Marine Safety,1964,3669310,1422,0,0,0,0,0,15,0,0,0,0,0,1911,1954,1954,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Hampshire State Beach Patrol,2021,3650000,220,190,30,0,0,0,0,0,0,1,4,8500,9945,735,46,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6759,0,0,0,185,3,550,4,2,65,10,null,0,0,28,28,250,4,0,0,2,12
New Hampshire State Beach Patrol,2017,3650000,345,315,30,0,0,0,0,0,0,0,0,0,9515,413,22,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1528,0,0,0,388,2,1115,4,2,55,10,null,0,0,26,26,250,3,0,0,2,9
Brevard County Ocean Rescue,2013,3643472,517,382,135,0,0,0,2,3,500000,2,2,20000,151836,11984,125,11859,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,318,819,2.72,37.5,17,100,null,0,0,24,24,0,14,0,0,0,12
Encinitas Marine Safety,2019,3641736,1361,1336,25,0,0,23,2,4,0,0,0,0,17467,1712,54,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9638,7,14,0,33,3796,33790,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Hampshire State Beach Patrol,2018,3600000,197,151,46,0,0,0,1,1,1500,0,0,0,9715,530,45,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863,0,0,0,200,3,1515,4,2,55,13,null,0,0,26,26,250,3,0,0,2,9
San Clemente Marine Safety,1974,3583000,1906,0,0,0,0,0,114,0,456000,0,0,0,6345,1887,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Huntington Beach Marine Safety,1973,3575518,3886,0,0,0,0,0,176,0,649215,0,0,0,4652,990,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Brevard County Ocean Rescue,2007,3560646,1030,1000,30,0,0,0,1,1,5000,1,0,5000,26952,2030,75,1955,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,5,8,103,10,900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Fort Lauderdale Ocean Rescue,2017,3560138,111,111,0,0,0,0,0,0,0,1,3,0,41302,8604,53,8551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1000,3,2,45,50,200,0,0,20,20,268,7,0,0,2,24
Coronado,2011,3550000,212,189,23,0,0,0,1,1,0,0,0,0,6756,483,36,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9648,73,6,0,63,6,350,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Seal Beach Marine Safety,1971,3550000,861,0,0,0,0,0,47,188,145700,0,0,0,13944,1645,1645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,5,52,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Los Angeles County Lifeguards - Lakes,1989,3538911,549,0,0,0,0,0,3489,13956,32384600,0,0,0,3866,785,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,12,410,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Deerfield Beach Ocean Rescue,2021,3514600,115,110,5,0,0,0,15,30,500000,17,30,1000000,35750,388,105,283,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,441,75,67,101,6,250,0.9,0.1,20,30,150,0,0,9,9,150,5,0,1,2,4
Pinellas County Lifeguards,2011,3510299,69,40,29,0,0,0,0,0,0,2,0,0,1644,802,46,756,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,57,40,1151,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Rehoboth Beach Patrol,2015,3500000,534,327,207,0,0,0,0,0,0,0,0,0,250,371,61,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,5,700,2,0,1,70,210,0,0,50,60,250,2,0,0,4,4
Galveston Island Beach Patrol,1992,3500000,87,0,0,0,0,0,38,0,0,0,0,0,4889,1066,1066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,5,3000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia Beach Lifesaving Service,2009,3500000,871,869,2,0,0,0,0,0,0,0,0,0,25000,157,60,97,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1514,30,1660,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cameron,2016,3500000,49,49,0,0,0,0,1,7,0,0,0,0,9457,346,120,226,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35,35,0,0,0,137,0,0,3,5,1,40,25,0,0,7,11,55,7,0,0,2,0
Long Beach Marine Safety - CA,2005,3500000,869,0,0,0,0,0,396,909,13540806,1073,2083,45790931,55313,1634,500,1134,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,52630,4412,114,10,107,68,2224,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Clearwater Beach Patrol,2010,3500000,24,5,19,0,0,0,0,0,0,0,0,0,30689,1573,157,1416,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9818,50,0,0,238,8,320,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia Beach Lifesaving Service,2019,3500000,496,421,42,0,0,0,0,0,0,0,0,0,29750,297,121,176,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,777,12,1250,3,3,1,220,90,0,0,49,49,100,13,0,0,1,0
Tobay Beach,1991,3500000,29,0,0,0,0,0,10,0,0,0,0,0,4752,966,966,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,343,30,5000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Wildwood Beach Patrol,2018,3500000,118,100,18,0,0,0,0,0,0,0,0,0,30000,214,51,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,226,15,1250,1.8,0,80,12,94,0,0,21,21,140,6,0,0,2,0
Santa Rosa Island Authority,2010,3500000,401,361,40,0,0,0,0,0,0,0,0,0,10829,129,49,80,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,655,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
North Myrtle Beach Ocean Rescue,2008,3500000,183,112,71,0,0,0,0,0,0,0,0,0,6335,2538,169,2369,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,83,6,24,5,152,5,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Clemente Marine Safety,1971,3500000,1420,0,0,0,0,0,29,0,0,0,0,0,0,1595,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Wildwood Beach Patrol,2020,3500000,202,160,42,0,0,0,1,2,0,0,0,0,42000,115,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,180,7,75,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Clearwater Beach Patrol,2007,3500000,32,16,16,0,0,0,2,7,20000,11,33,0,7304,181,29,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5995,639,4,2,82,6,350,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Rehoboth Beach Patrol,2017,3500000,494,375,119,0,0,0,0,0,0,0,0,0,327,561,217,344,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,25,500,2,0,1,70,200,0,0,22,22,3,2,0,0,6,6
Clearwater Beach Patrol,2011,3500000,60,6,54,0,0,0,1,2,25000,0,0,0,37005,1483,148,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15554,353,0,0,253,6,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Hampshire State Beach Patrol,2015,3500000,230,212,18,0,0,0,0,0,0,0,0,0,9870,614,27,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,0,0,0,345,1,13,3,1,42,9,null,0,0,23,23,250,3,0,0,1,7
Clearwater Beach Patrol,2009,3500000,58,10,38,10,0,0,0,0,0,0,0,0,30940,2090,209,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11787,462,0,0,316,7,650,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cocoa Beach,2019,3500000,48,19,10,0,0,0,1,1,8000,2,4,10000,130,55,15,40,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,2,110,4,8,24,0,null,0,0,0,0,0,5,0,0,3,2
Cocoa Beach,2018,3500000,45,20,4,0,0,0,2,4,5000,3,6,1000000,125,53,20,33,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,3,80,4,8,24,0,null,0,0,0,0,0,5,0,0,3,2
Wildwood Beach Patrol,2019,3500000,83,65,18,0,0,0,0,0,0,0,0,0,0,85,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,19,3,118,18,1300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
North Myrtle Beach Ocean Rescue,2011,3500000,56,45,11,0,0,0,0,0,0,0,0,0,2273,877,114,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,109,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Clearwater Beach Patrol,2005,3500000,47,19,28,0,0,0,4,9,25000,8,12,40000,6608,1627,51,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19152,595,12,6,133,6,350,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Clearwater Beach Patrol,2004,3500000,45,12,33,0,0,0,4,11,0,17,21,0,20113,1895,36,1859,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21899,1067,12,35,214,10,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Galveston Island Beach Patrol,1990,3500000,87,0,0,0,0,0,38,0,0,0,0,0,4889,1066,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,5,3000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Palm Beach County Ocean Rescue,2013,3474241,267,168,40,47,0,0,12,14,0,24,34,0,85004,14539,113,14426,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,54,93,2668,0,0,70,30,null,0,0,20,20,175,0,2,0,0,0
Palm Beach County Ocean Rescue,2009,3453931,140,102,16,16,6,0,10,20,0,35,59,0,85993,16054,161,15893,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,44,31,898,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1973,3450000,178,0,0,0,0,0,2,0,12000,0,0,0,2740,765,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Pinellas County Lifeguards,2010,3440771,26,0,26,0,0,0,0,0,0,0,0,0,1598,453,41,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,650,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Encinitas Marine Safety,2010,3440422,831,733,98,0,0,0,21,26,116020,0,0,0,6417,2977,190,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7023,0,114,0,159,1348,1348,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Maui Ocean Safety,2013,3431142,433,0,0,0,0,0,0,0,0,0,0,0,608468,894,0,894,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,350,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Palm Beach County Ocean Rescue,2011,3417301,156,109,9,26,3,0,9,20,0,16,40,0,105743,18131,59,18072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,52,79,2073,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tucson,1999,3417261,179,0,0,12,0,0,0,0,0,0,0,0,614,816,15,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,28,22,63,82,16840,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Fort Lauderdale Ocean Rescue,2000,3416200,360,0,0,0,0,0,0,0,0,0,0,0,22366,1555,42,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,4,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oceanside Lifeguards,1999,3414815,1513,0,0,0,0,0,33,0,0,0,0,0,105321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Encinitas Marine Safety,1999,3414129,153,143,9,0,0,0,4,15,150000,0,0,0,45876,3718,68,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37482,4,32,5,423,17,600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Encinitas Marine Safety,2000,3414129,153,143,9,0,0,0,4,15,150000,0,0,0,45876,3718,68,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37482,4,32,5,423,17,600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Encinitas Marine Safety,2001,3414129,153,143,9,0,0,0,4,15,150000,0,0,0,45876,3718,68,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37482,4,32,5,423,17,600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Orange County Lifeguards,1995,3414018,1072,0,0,0,0,0,0,0,0,0,0,0,47487,3706,0,3706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Palm Beach County Ocean Rescue,2012,3400176,313,135,13,60,0,0,5,19,0,32,63,0,81087,14254,80,14174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,88,2495,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Rosa Island Authority,2009,3400000,324,301,23,0,0,0,0,0,0,0,0,0,4879,173,43,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Clemente Marine Safety,1972,3400000,1218,0,0,0,0,0,69,0,210000,0,0,0,1504,2058,2058,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
