Agency Name,Year,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
South Padre Island Beach Patrol,2017,1500000,14,8,6,0,0,0,3,8,165000,1,4,100000,1292,1057,137,920,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,129,12,0,0,191,4,90,2,3.5,1,24,null,0,0,7,9,1500,6,0,0,1,1
South Padre Island Beach Patrol,2014,1500000,31,19,12,0,0,0,0,0,0,0,0,0,363,312,19,293,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,0,0,0,0,3,61,2,3.5,0,22,null,0,0,7,7,1500,3,0,0,0,0
South Padre Island Beach Patrol,2018,1500000,10,4,6,0,0,0,3,9,60000,4,6,0,854,600,20,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,1,21,12,0,0,6,9,1500,6,0,0,1,1
South Padre Island Beach Patrol,2012,1500000,26,10,16,0,0,0,0,0,0,0,0,0,211,287,26,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8,500,0,5.5,0,18,null,0,0,0,0,0,4,0,0,1,1
Laguna Beach Marine Safety,1970,1500000,1078,0,0,0,0,0,10,0,0,0,0,0,0,4485,4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Shore Beach Service,1995,1500000,30,0,30,0,0,0,34,0,0,90,0,0,600,4993,30,4963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1200,0,0,0,95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Assateague State Park,2017,1500000,22,18,4,0,0,0,0,0,0,0,0,0,1400,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,27,31,512,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Pensacola Beach Lifeguards,2020,1500000,232,225,7,0,0,0,0,0,0,0,0,0,76093,232,35,197,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,1,7,3,80,10,0,0,7,7,100,24,0,0,0,19
South Padre Island Beach Patrol,2013,1500000,40,12,28,0,0,0,2,0,50000,0,0,0,305,276,18,258,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,25,0,0,0,5,60,0,5.5,0,16,null,0,0,0,0,0,4,0,0,1,0
Shore Beach Service,1994,1500000,46,0,46,0,0,0,43,0,0,100,0,0,500,5300,18,5282,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hempstead Lifeguards,1970,1500000,1378,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hempstead Lifeguards,2016,1500000,1363,1248,115,0,0,0,0,0,0,0,0,0,54000,315,112,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,3,375,3,0,0,160,85,0,0,26,26,100,12,0,0,0,30
New Hampshire State Beach Patrol,2014,1500000,85,57,28,0,0,0,0,0,0,0,0,0,4550,572,30,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,415,1,25,3,1,33,10,null,0,0,23,23,250,3,0,0,1,6
Kauai Fire Department Ocean Safety Bureau,2009,1499000,200,150,50,0,0,0,0,0,0,0,0,0,80797,3134,66,3068,15,2,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Del Mar Lifeguards,1999,1494000,936,0,0,0,0,2,10,20,0,0,0,0,1268,430,21,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1736,0,41,0,95,48,1600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ocean City Beach Patrol - NJ,1995,1493122,1217,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Manasquan Beach Patrol,1995,1483982,681,511,170,0,0,0,0,0,0,4,0,0,111298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Los Angeles County Lifeguards - Lakes,2016,1482963,213,0,0,0,0,0,499,2018,52000000,6800,14782,195867,29628,419,111,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19866,0,56,0,0,1,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Miami Dade County Ocean Rescue,2000,1482598,138,97,41,0,0,0,6,15,250000,5,20,30000,37292,7027,42,6985,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13440,0,0,0,165,17,575,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Los Angeles County Lifeguards - Lakes,2013,1482476,375,0,0,0,0,0,999,3996,46247500,1346,5384,58648500,76177,485,180,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68160,0,189,0,0,8,160,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Orange County Lifeguards,2000,1480000,1725,0,0,0,0,3,15,0,0,0,0,0,103407,2895,0,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7644,0,0,0,438,12,10000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Okaloosa County Beach Safety,2020,1472250,31,31,0,0,0,0,2,5,27500,1,4,45000,554711,195,34,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,3,2500,4,3.5,5,23,54,0,0,5,7,440,8,1,1,2,0
Seal Beach Marine Safety,1985,1468428,892,0,0,0,0,0,56,179,849500,0,0,0,460,891,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,16,1070,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Solana Beach Marine Safety,1992,1463683,394,0,0,0,0,0,5,0,2500,0,9,0,12862,249,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,440,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kauai Fire Department Ocean Safety Bureau,2012,1459947,432,0,0,0,0,0,0,0,0,0,0,0,94457,4131,381,3750,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delray Beach Ocean Rescue,2010,1459744,77,72,5,0,0,0,1,2,0,0,0,0,41695,429,29,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14503,50,0,0,10,40,3362,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Barbara City Lifeguards,1983,1456000,66,0,0,0,0,0,19,42,332000,0,0,0,989,416,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Seal Beach Marine Safety,1997,1450333,667,533,134,0,0,0,56,76,184000,7,0,0,21117,608,7,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17787,59,15,1,60,63,1572,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kill Devil Hills Ocean Rescue,2021,1450000,431,280,96,0,0,0,23,58,65000,47,62,129000,2628,170,40,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,16,22,6,21,145,280,5,0,47,12,36,0,0,21,21,400,7,1,1,4,30
Encinitas Marine Safety,1992,1447850,311,0,0,0,0,0,2,0,800,0,7,0,58498,580,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,11,2825,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kauai Fire Department Ocean Safety Bureau,2008,1442381,234,200,34,0,0,0,0,0,0,0,0,0,61102,3490,23,3467,13,12,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Seal Beach Marine Safety,1996,1442000,1046,1046,0,0,0,0,49,109,460000,5,13,50000,15484,608,12,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11327,0,0,4,84,45,1125,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delaware State Parks,2005,1425000,196,158,38,0,0,0,0,0,0,0,0,0,148,451,73,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,3,148,15,28,8,280,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delray Beach Ocean Rescue,2009,1424015,59,53,6,0,0,0,5,6,0,0,0,0,32877,451,51,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16183,150,0,0,11,50,4462,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Okaloosa County Beach Safety,2017,1419080,0,50,2,0,0,0,3,5,23000,2,3,15000,441430,161,39,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,36,0,0,57,18,8700,3.5,4,5,22,67,0,0,7,9,500,9,1,0,2,3
South Walton Lifeguards,2018,1416331,114,86,28,0,0,0,0,0,0,0,0,0,142209,358,99,259,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,142209,0,0,0,249,6,180,26,0,3,59,135,0,0,33,35,3500,16,0,0,2,18
South Walton Lifeguards,2019,1415736,125,101,24,0,0,0,2,8,20000,2,10,0,277712,750,156,594,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,12,360,7,19,8,45,125,0,0,14,14,3200,21,0,0,4,28
Boca Raton Ocean Rescue,2021,1408761,104,100,4,0,0,0,0,0,0,6,26,2500000,9838,1852,28,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,856,457,0,0,62,4,285,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Los Angeles County Lifeguards - Lakes,1995,1407062,564,0,0,2,0,0,181,543,8145000,2489,7467,38335000,14454,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19913,0,901,6,106,22,558,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nags Head Ocean Rescue,2021,1404223,257,0,0,0,0,0,5,5,5000,0,0,0,260422,108,41,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,134,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
St. Johns County Marine Rescue,2019,1400000,180,120,60,0,0,0,25,50,0,45,0,0,17495,178,69,109,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,40,800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kill Devil Hills Ocean Rescue,2020,1400000,571,391,90,0,0,0,42,47,61600,5,7,62000,488,151,37,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,4,15,8,22,0,33,5,0,47,12,null,0,0,21,21,400,7,1,1,4,25
Hempstead Lifeguards,2015,1400000,1305,1200,110,0,0,0,0,0,0,0,0,0,43000,518,190,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,25,1190,3.5,0,0,172,75,0,0,32,40,50,18,2,1,1,60
St. Johns County Marine Rescue,2013,1395000,130,115,15,0,0,0,6,10,0,55,71,0,36850,181,124,57,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,42,17,500,14,28,4,60,72,1,1,12,20,250,11,2,1,5,0
Martin County Ocean Rescue,1994,1391340,77,0,0,0,0,0,0,0,0,0,0,0,21772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,250,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Encinitas Marine Safety,1994,1391000,215,0,0,0,0,0,2,4,29000,0,0,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,8,1450,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kauai Fire Department Ocean Safety Bureau,2011,1387252,388,270,118,0,0,0,0,0,0,0,0,0,55060,3270,30,3240,13,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Los Angeles County Lifeguards - Lakes,1996,1367629,634,0,0,0,0,0,731,2558,1096500,1765,61775,26475000,2906,733,102,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9749,0,1045,2,233,30,744,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Miami Dade County Ocean Rescue,2020,1364361,31,20,4,7,0,0,0,0,0,0,0,0,18038,213,183,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9604,111,1640,36,14,0,0,3,2,39,45,null,0,0,15,30,150,10,0,0,6,40
Coronado,2001,1363975,193,140,0,0,0,0,1,5,0,6,20,0,20000,424,27,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,430,0,0,320,10,15000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delray Beach Ocean Rescue,2008,1361910,56,52,4,0,0,0,0,0,0,5,6,0,36243,467,67,400,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15069,45,0,0,12,17,3985,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Pompano Beach Ocean Rescue,2010,1360247,51,0,0,0,0,0,0,0,0,0,0,0,25529,1736,27,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Solana Beach Marine Safety,1988,1358807,183,0,0,0,0,0,7,17,17000,0,0,0,3736,549,549,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,1261,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Destin,2010,1351468,318,300,0,0,0,0,0,0,0,0,0,0,38801,754,328,426,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2128,0,0,276,10,1500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
New Jersey State Park Service - Ocean Beaches,1994,1350000,109,0,0,0,0,0,0,0,0,0,0,0,51831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,18,700,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Okaloosa County Beach Safety,2016,1345000,102,97,5,0,0,0,3,5,25600,1,1,12500,376000,176,49,127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,7,0,0,0,27,7600,4,3,5,22,56,0,0,7,9,600,8,1,1,2,0
Clearwater Beach Patrol,1991,1344070,430,0,0,0,0,0,4,10,14000,0,0,0,4041,358,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,25,1125,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Barbara City Lifeguards,1982,1343100,35,0,0,0,0,0,15,0,239000,0,0,0,745,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Camp Pendleton,2012,1334772,1242,1166,76,0,0,0,4,9,365000,11,17,780000,186231,288,19,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7480,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Barbara City Lifeguards,1981,1316500,19,0,0,0,0,0,29,0,232000,0,0,0,15981,231,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Corolla Ocean Rescue,1998,1313804,139,100,39,0,0,0,2,0,0,2,0,0,99778,161,9,152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,162,3,0,71,55963,55963,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nags Head Ocean Rescue,2014,1312582,420,375,7,0,0,0,1,1,1000,0,0,0,176363,86,33,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,5,225,11.5,0,1,42,null,0,0,15,15,1000,11,0,1,2,6
Nags Head Ocean Rescue,2012,1310262,117,117,0,0,0,0,14,0,0,0,0,0,125354,139,51,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,5,250,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Deerfield Beach Ocean Rescue,2002,1300650,42,31,11,0,0,0,1,1,15000,0,0,0,6494,145,11,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,11,0,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Aptos La Selva Fire Protection Dept.,2015,1300000,14,14,14,0,0,0,0,0,0,0,0,0,0,35,5,30,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,5,12,0,null,0,0,0,0,0,0,0,0,0,0
St. Johns County Marine Rescue,2018,1300000,123,72,51,0,0,0,16,30,0,50,0,0,14700,1360,360,1000,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,40,800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
San Clemente Marine Safety,1984,1296600,1963,0,0,0,0,0,4,9,26000,0,0,0,37443,720,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Seal Beach Marine Safety,1981,1283674,676,0,0,0,0,0,42,0,375000,0,0,0,0,1295,1295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Cruz Marine Safety,2015,1280467,360,0,0,0,0,2,26,18,26000,643,650,643000,256837,281,66,215,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38799,2815,0,0,141,8670,45861,1,4,2,68,925,0,0,5,7,250,3,0,1,3,0
Del Mar Lifeguards,1990,1278261,345,0,0,0,0,0,6,14,21000,0,0,0,3763,422,422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,33,1065,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oceanside Lifeguards,1986,1277800,570,0,0,0,0,0,10,30,1050000,0,0,0,5000,282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,30,2000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Del Mar Lifeguards,1989,1270627,715,0,0,0,0,0,0,0,0,0,0,0,3074,677,677,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tucson,2004,1268105,315,0,0,42,0,0,0,0,0,0,0,0,623,410,26,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,46,6415,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Pompano Beach Ocean Rescue,2007,1258284,33,28,5,0,0,0,1,5,15000,3,8,22000,20525,1935,31,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11770,341,0,3,13,12,877,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tobay Beach,1992,1250000,75,0,0,0,0,0,10,0,1220,0,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,780,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
South Walton Lifeguards,2020,1244672,186,131,54,0,1,0,0,0,0,0,0,0,281797,285,76,209,2,2,0,0,0,0,2,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,141,13,350,7,19,8,62,null,0,0,15,15,3200,21,0,0,4,28
Martin County Ocean Rescue,2017,1242787,388,280,73,0,0,0,0,0,0,0,0,0,30873,1222,63,1159,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,63,0,0,0,20,0,0,3,19,19,11,null,0,0,8,8,200,9,0,0,2,0
Tucson,2003,1234615,272,0,0,16,0,0,0,0,0,0,0,0,846,439,27,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,12,6,21,58,8223,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Del Mar Lifeguards,1988,1233723,538,0,0,0,0,0,1,3,3500,0,0,0,3040,503,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,35,1410,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Del Mar Lifeguards,1986,1230108,484,0,0,0,0,0,3,7,14000,0,0,0,5815,493,493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,23,715,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delray Beach Ocean Rescue,2007,1229474,91,80,11,0,0,0,2,4,10000,0,0,0,43682,420,47,373,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16482,100,0,0,11,19,2630,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Corolla Ocean Rescue,1999,1226314,135,80,15,0,0,0,1,2,30000,0,0,0,85206,198,22,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0,0,59,0,75520,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oceanside Lifeguards,1975,1225630,458,0,0,0,0,0,10,0,30000,0,0,0,60000,212,212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Santa Cruz Marine Safety,1999,1222300,49,0,0,0,0,0,4,10,5000,3,0,0,5286,280,42,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6284,206,30,22,69,17,994,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Maui Ocean Safety,2007,1218214,264,58,22,0,2,0,3,0,0,3,0,0,88000,154,24,130,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,800,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Okaloosa County Beach Safety,2014,1215000,90,82,0,8,0,0,0,0,0,0,0,0,51000,414,122,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,290,0,0,115,45,1900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Martin County Ocean Rescue,1992,1213221,128,0,0,0,0,0,0,0,0,0,0,0,10893,2372,2372,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,450,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Orange Beach Surf Rescue,2018,1200688,189,110,0,0,0,0,0,0,0,0,0,0,11508,202,50,152,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,307,2,0,0,68,68818,0,4,4,1,22,12,0,0,4,4,3500,7,0,0,2,3
Golden Gate National Recreation Area - San Francisco,2019,1200000,51,45,6,0,0,0,1,2,0,0,0,0,9000,50,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,11000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Golden Gate National Recreation Area - San Francisco,2016,1200000,37,35,2,0,0,2,0,0,0,0,0,0,10000,38,18,20,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,5,3000,17000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Lake Worth Ocean Rescue,1993,1200000,150,0,0,0,0,0,0,0,0,0,0,0,100000,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Lake Worth Ocean Rescue,1992,1200000,100,0,0,0,0,0,0,0,0,0,0,0,50000,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,20,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oceanside Lifeguards,1972,1200000,388,0,0,0,0,0,15,0,22500,0,0,0,23000,120,120,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
California State Parks,1974,1200000,3542,0,0,0,0,0,449,0,353000,0,0,0,5458,3226,3226,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Corolla Ocean Rescue,2018,1200000,404,390,14,0,0,0,0,0,0,0,0,0,120000,479,82,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,12,11,2,45,null,0,0,17,15,575,12,0,1,3,6
